,id,Brown dwarf,Constellation,Right ascension,Declination,Distance,Mass,Radius,Discovery year,star_names,distance,mass,radius
593,593,2MASS J05012406-0010452 [de],Orion,5h 1m 24.06s,−0° 10′ 45.2″,64.0,0.020046348,0.1418129399999999,2008.0,HD 140283,0202,0.81,2.04
594,594,2MASS J05012406-0010452 [de],Orion,5h 1m 24.06s,−0° 10′ 45.2″,64.0,0.020046348,0.1418129399999999,2008.0,HD 140283,0202,0.81,2.04
595,595,2MASS J05012406-0010452 [de],Orion,5h 1m 24.06s,−0° 10′ 45.2″,64.0,0.020046348,0.1418129399999999,2008.0,HD 140283,0202,0.81,2.04
596,596,2MASS J05012406-0010452 [de],Orion,5h 1m 24.06s,−0° 10′ 45.2″,64.0,0.020046348,0.1418129399999999,2008.0,HD 140283,0202,0.81,2.04
597,597,2MASS J05012406-0010452 [de],Orion,5h 1m 24.06s,−0° 10′ 45.2″,64.0,0.020046348,0.1418129399999999,2008.0,HD 140283,0202,0.81,2.04
598,598,2MASS J05012406-0010452 [de],Orion,5h 1m 24.06s,−0° 10′ 45.2″,64.0,0.020046348,0.1418129399999999,2008.0,HD 140283,0202,0.81,2.04
599,599,2MASS J05012406-0010452 [de],Orion,5h 1m 24.06s,−0° 10′ 45.2″,64.0,0.020046348,0.1418129399999999,2008.0,HD 140283,0202,0.81,2.04
600,600,2MASS J05160945-0445499 [de],Orion,5h 16m 9.45s,−4° 45′ 49.9″,73.0,0.044865636,0.0996801099999999,2003.0,II Pegasi,0130,0.8,3.4
601,601,2MASS J05160945-0445499 [de],Orion,5h 16m 9.45s,−4° 45′ 49.9″,73.0,0.044865636,0.0996801099999999,2003.0,II Pegasi,0130,0.8,3.4
602,602,2MASS J05160945-0445499 [de],Orion,5h 16m 9.45s,−4° 45′ 49.9″,73.0,0.044865636,0.0996801099999999,2003.0,II Pegasi,0130,0.8,3.4
603,603,2MASS J05160945-0445499 [de],Orion,5h 16m 9.45s,−4° 45′ 49.9″,73.0,0.044865636,0.0996801099999999,2003.0,II Pegasi,0130,0.8,3.4
604,604,2MASS J05160945-0445499 [de],Orion,5h 16m 9.45s,−4° 45′ 49.9″,73.0,0.044865636,0.0996801099999999,2003.0,II Pegasi,0130,0.8,3.4
605,605,2MASS J05160945-0445499 [de],Orion,5h 16m 9.45s,−4° 45′ 49.9″,73.0,0.044865636,0.0996801099999999,2003.0,II Pegasi,0130,0.8,3.4
606,606,2MASS J05160945-0445499 [de],Orion,5h 16m 9.45s,−4° 45′ 49.9″,73.0,0.044865636,0.0996801099999999,2003.0,II Pegasi,0130,0.8,3.4
607,607,2MASS J05160945-0445499 [de],Orion,5h 16m 9.45s,−4° 45′ 49.9″,73.0,0.044865636,0.0996801099999999,2003.0,II Pegasi,0130,0.8,3.4
608,608,2MASS J05160945-0445499 [de],Orion,5h 16m 9.45s,−4° 45′ 49.9″,73.0,0.044865636,0.0996801099999999,2003.0,VY Canis Majoris,"03,900",17,"1,420"
609,609,2MASS J05160945-0445499 [de],Orion,5h 16m 9.45s,−4° 45′ 49.9″,73.0,0.044865636,0.0996801099999999,2003.0,VY Canis Majoris,"03,900",17,"1,420"
610,610,2MASS J0523−1403,Lepus,5h 23m 38.22s,−14° 3′ 2.2″,40.0,0.064911984,0.10379063,0.0,VY Canis Majoris,"03,900",17,"1,420"
611,611,2MASS J0523−1403,Lepus,5h 23m 38.22s,−14° 3′ 2.2″,40.0,0.064911984,0.10379063,0.0,VY Canis Majoris,"03,900",17,"1,420"
612,612,2MASS J0523−1403,Lepus,5h 23m 38.22s,−14° 3′ 2.2″,40.0,0.064911984,0.10379063,0.0,VY Canis Majoris,"03,900",17,"1,420"
613,613,2MASS J0523−1403,Lepus,5h 23m 38.22s,−14° 3′ 2.2″,40.0,0.064911984,0.10379063,0.0,VY Canis Majoris,"03,900",17,"1,420"
614,614,2MASS J0523−1403,Lepus,5h 23m 38.22s,−14° 3′ 2.2″,40.0,0.064911984,0.10379063,0.0,VY Canis Majoris,"03,900",17,"1,420"
615,615,2MASS J0523−1403,Lepus,5h 23m 38.22s,−14° 3′ 2.2″,40.0,0.064911984,0.10379063,0.0,VY Canis Majoris,"03,900",17,"1,420"
616,616,2MASS J0523−1403,Lepus,5h 23m 38.22s,−14° 3′ 2.2″,40.0,0.064911984,0.10379063,0.0,Pistol Star,"025,000",100,320
617,617,2MASS J0523−1403,Lepus,5h 23m 38.22s,−14° 3′ 2.2″,40.0,0.064911984,0.10379063,0.0,Pistol Star,"025,000",100,320
618,618,2MASS J0523−1403,Lepus,5h 23m 38.22s,−14° 3′ 2.2″,40.0,0.064911984,0.10379063,0.0,Pistol Star,"025,000",100,320
619,619,2MASS J0523−1403,Lepus,5h 23m 38.22s,−14° 3′ 2.2″,40.0,0.064911984,0.10379063,0.0,Pistol Star,"025,000",100,320
620,620,2MASS 0532+8246,Camelopardalis,5h 32m 53.46s,82° 46′ 46.5″,81.0,0.079230804,0.0,2018.0,Pistol Star,"025,000",100,320
621,621,2MASS 0532+8246,Camelopardalis,5h 32m 53.46s,82° 46′ 46.5″,81.0,0.079230804,0.0,2018.0,Pistol Star,"025,000",100,320
622,622,2MASS 0532+8246,Camelopardalis,5h 32m 53.46s,82° 46′ 46.5″,81.0,0.079230804,0.0,2018.0,Pistol Star,"025,000",100,320
623,623,2MASS 0532+8246,Camelopardalis,5h 32m 53.46s,82° 46′ 46.5″,81.0,0.079230804,0.0,2018.0,Pistol Star,"025,000",100,320
624,624,2MASS 0532+8246,Camelopardalis,5h 32m 53.46s,82° 46′ 46.5″,81.0,0.079230804,0.0,2018.0,S Doradus,"0169,000",24,380
625,625,2MASS 0532+8246,Camelopardalis,5h 32m 53.46s,82° 46′ 46.5″,81.0,0.079230804,0.0,2018.0,S Doradus,"0169,000",24,380
626,626,2MASS 0532+8246,Camelopardalis,5h 32m 53.46s,82° 46′ 46.5″,81.0,0.079230804,0.0,2018.0,S Doradus,"0169,000",24,380
627,627,2MASS 0532+8246,Camelopardalis,5h 32m 53.46s,82° 46′ 46.5″,81.0,0.079230804,0.0,2018.0,S Doradus,"0169,000",24,380
628,628,2MASS 0532+8246,Camelopardalis,5h 32m 53.46s,82° 46′ 46.5″,81.0,0.079230804,0.0,2018.0,S Doradus,"0169,000",24,380
629,629,2MASS 0532+8246,Camelopardalis,5h 32m 53.46s,82° 46′ 46.5″,81.0,0.079230804,0.0,2018.0,S Doradus,"0169,000",24,380
630,630,SDSS J053951.99-005902.0,0,5h 39m 52s,−0° 59′ 1.9″,41.62,0.058229868,0.10379063,0.0,S Doradus,"0169,000",24,380
631,631,SDSS J053951.99-005902.0,0,5h 39m 52s,−0° 59′ 1.9″,41.62,0.058229868,0.10379063,0.0,S Doradus,"0169,000",24,380
632,632,SDSS J053951.99-005902.0,0,5h 39m 52s,−0° 59′ 1.9″,41.62,0.058229868,0.10379063,0.0,UY Scuti,"05,100",7 - 10,755
633,633,SDSS J053951.99-005902.0,0,5h 39m 52s,−0° 59′ 1.9″,41.62,0.058229868,0.10379063,0.0,UY Scuti,"05,100",7 - 10,755
634,634,SDSS J053951.99-005902.0,0,5h 39m 52s,−0° 59′ 1.9″,41.62,0.058229868,0.10379063,0.0,UY Scuti,"05,100",7 - 10,755
635,635,SDSS J053951.99-005902.0,0,5h 39m 52s,−0° 59′ 1.9″,41.62,0.058229868,0.10379063,0.0,UY Scuti,"05,100",7 - 10,755
636,636,SDSS J053951.99-005902.0,0,5h 39m 52s,−0° 59′ 1.9″,41.62,0.058229868,0.10379063,0.0,UY Scuti,"05,100",7 - 10,755
637,637,SDSS J053951.99-005902.0,0,5h 39m 52s,−0° 59′ 1.9″,41.62,0.058229868,0.10379063,0.0,UY Scuti,"05,100",7 - 10,755
638,638,SDSS J053951.99-005902.0,0,5h 39m 52s,−0° 59′ 1.9″,41.62,0.058229868,0.10379063,0.0,UY Scuti,"05,100",7 - 10,755
639,639,SDSS J053951.99-005902.0,0,5h 39m 52s,−0° 59′ 1.9″,41.62,0.058229868,0.10379063,0.0,UY Scuti,"05,100",7 - 10,755
650,650,LSR 0602+3910 [de],Auriga,6h 2m 30.45s,39° 10′ 59.2″,34.6,0.026728464,0.1448958299999999,2003.0,HE 1523-0901,"010,000",0.80,27
651,651,LSR 0602+3910 [de],Auriga,6h 2m 30.45s,39° 10′ 59.2″,34.6,0.026728464,0.1448958299999999,2003.0,HE 1523-0901,"010,000",0.80,27
652,652,LSR 0602+3910 [de],Auriga,6h 2m 30.45s,39° 10′ 59.2″,34.6,0.026728464,0.1448958299999999,2003.0,HE 1523-0901,"010,000",0.80,27
653,653,LSR 0602+3910 [de],Auriga,6h 2m 30.45s,39° 10′ 59.2″,34.6,0.026728464,0.1448958299999999,2003.0,HE 1523-0901,"010,000",0.80,27
654,654,LSR 0602+3910 [de],Auriga,6h 2m 30.45s,39° 10′ 59.2″,34.6,0.026728464,0.1448958299999999,2003.0,HE 1523-0901,"010,000",0.80,27
655,655,LSR 0602+3910 [de],Auriga,6h 2m 30.45s,39° 10′ 59.2″,34.6,0.026728464,0.1448958299999999,2003.0,HE 1523-0901,"010,000",0.80,27
656,656,LSR 0602+3910 [de],Auriga,6h 2m 30.45s,39° 10′ 59.2″,34.6,0.026728464,0.1448958299999999,2003.0,Proxima Centauri,04.25,0.12,0.15
657,657,LSR 0602+3910 [de],Auriga,6h 2m 30.45s,39° 10′ 59.2″,34.6,0.026728464,0.1448958299999999,2003.0,Proxima Centauri,04.25,0.12,0.15
658,658,LSR 0602+3910 [de],Auriga,6h 2m 30.45s,39° 10′ 59.2″,34.6,0.026728464,0.1448958299999999,2003.0,Proxima Centauri,04.25,0.12,0.15
659,659,LSR 0602+3910 [de],Auriga,6h 2m 30.45s,39° 10′ 59.2″,34.6,0.026728464,0.1448958299999999,2003.0,Proxima Centauri,04.25,0.12,0.15
660,660,2MASS J06085283-2753583,0,6h 8m 52.83s,−27° 53′ 58.3″,102.0,0.036274344,0.15517213,0.0,Proxima Centauri,04.25,0.12,0.15
661,661,2MASS J06085283-2753583,0,6h 8m 52.83s,−27° 53′ 58.3″,102.0,0.036274344,0.15517213,0.0,Proxima Centauri,04.25,0.12,0.15
662,662,2MASS J06085283-2753583,0,6h 8m 52.83s,−27° 53′ 58.3″,102.0,0.036274344,0.15517213,0.0,Proxima Centauri,04.25,0.12,0.15
663,663,2MASS J06085283-2753583,0,6h 8m 52.83s,−27° 53′ 58.3″,102.0,0.036274344,0.15517213,0.0,Proxima Centauri,04.25,0.12,0.15
664,664,2MASS J06085283-2753583,0,6h 8m 52.83s,−27° 53′ 58.3″,102.0,0.036274344,0.15517213,0.0,KIC 8462852,"01,470",1.43,1.58
665,665,2MASS J06085283-2753583,0,6h 8m 52.83s,−27° 53′ 58.3″,102.0,0.036274344,0.15517213,0.0,KIC 8462852,"01,470",1.43,1.58
666,666,2MASS J06085283-2753583,0,6h 8m 52.83s,−27° 53′ 58.3″,102.0,0.036274344,0.15517213,0.0,KIC 8462852,"01,470",1.43,1.58
667,667,2MASS J06085283-2753583,0,6h 8m 52.83s,−27° 53′ 58.3″,102.0,0.036274344,0.15517213,0.0,KIC 8462852,"01,470",1.43,1.58
668,668,2MASS J06085283-2753583,0,6h 8m 52.83s,−27° 53′ 58.3″,102.0,0.036274344,0.15517213,0.0,KIC 8462852,"01,470",1.43,1.58
669,669,2MASS J06085283-2753583,0,6h 8m 52.83s,−27° 53′ 58.3″,102.0,0.036274344,0.15517213,0.0,KIC 8462852,"01,470",1.43,1.58
670,670,WISEP J061135.13-041024.0A,0,6h 11m 35.12s,−4° 10′ 24″,69.0,0.06204822,0.0,2014.0,KIC 8462852,"01,470",1.43,1.58
671,671,WISEP J061135.13-041024.0A,0,6h 11m 35.12s,−4° 10′ 24″,69.0,0.06204822,0.0,2014.0,KIC 8462852,"01,470",1.43,1.58
672,672,WISEP J061135.13-041024.0A,0,6h 11m 35.12s,−4° 10′ 24″,69.0,0.06204822,0.0,2014.0,R136a1,"0163,000",290,32
673,673,WISEP J061135.13-041024.0A,0,6h 11m 35.12s,−4° 10′ 24″,69.0,0.06204822,0.0,2014.0,R136a1,"0163,000",290,32
674,674,WISEP J061135.13-041024.0A,0,6h 11m 35.12s,−4° 10′ 24″,69.0,0.06204822,0.0,2014.0,R136a1,"0163,000",290,32
675,675,WISEP J061135.13-041024.0A,0,6h 11m 35.12s,−4° 10′ 24″,69.0,0.06204822,0.0,2014.0,R136a1,"0163,000",290,32
676,676,WISEP J061135.13-041024.0A,0,6h 11m 35.12s,−4° 10′ 24″,69.0,0.06204822,0.0,2014.0,R136a1,"0163,000",290,32
677,677,WISEP J061135.13-041024.0A,0,6h 11m 35.12s,−4° 10′ 24″,69.0,0.06204822,0.0,2014.0,R136a1,"0163,000",290,32
678,678,WISEP J061135.13-041024.0A,0,6h 11m 35.12s,−4° 10′ 24″,69.0,0.06204822,0.0,2014.0,R136a1,"0163,000",290,32
679,679,WISEP J061135.13-041024.0A,0,6h 11m 35.12s,−4° 10′ 24″,69.0,0.06204822,0.0,2014.0,R136a1,"0163,000",290,32
680,680,WISEP J061135.13-041024.0B,0,6h 11m 35.12s,−4° 10′ 24″,69.0,0.050593164,0.0,2014.0,Melnick 42,"0163,000",189,21.1
681,681,WISEP J061135.13-041024.0B,0,6h 11m 35.12s,−4° 10′ 24″,69.0,0.050593164,0.0,2014.0,Melnick 42,"0163,000",189,21.1
682,682,WISEP J061135.13-041024.0B,0,6h 11m 35.12s,−4° 10′ 24″,69.0,0.050593164,0.0,2014.0,Melnick 42,"0163,000",189,21.1
683,683,WISEP J061135.13-041024.0B,0,6h 11m 35.12s,−4° 10′ 24″,69.0,0.050593164,0.0,2014.0,Melnick 42,"0163,000",189,21.1
684,684,WISEP J061135.13-041024.0B,0,6h 11m 35.12s,−4° 10′ 24″,69.0,0.050593164,0.0,2014.0,Melnick 42,"0163,000",189,21.1
685,685,WISEP J061135.13-041024.0B,0,6h 11m 35.12s,−4° 10′ 24″,69.0,0.050593164,0.0,2014.0,Melnick 42,"0163,000",189,21.1
686,686,WISEP J061135.13-041024.0B,0,6h 11m 35.12s,−4° 10′ 24″,69.0,0.050593164,0.0,2014.0,Melnick 42,"0163,000",189,21.1
687,687,WISEP J061135.13-041024.0B,0,6h 11m 35.12s,−4° 10′ 24″,69.0,0.050593164,0.0,2014.0,Melnick 42,"0163,000",189,21.1
688,688,WISEP J061135.13-041024.0B,0,6h 11m 35.12s,−4° 10′ 24″,69.0,0.050593164,0.0,2014.0,WR 102,"018,134",19,0.39
689,689,WISEP J061135.13-041024.0B,0,6h 11m 35.12s,−4° 10′ 24″,69.0,0.050593164,0.0,2014.0,WR 102,"018,134",19,0.39
690,690,2MASS J06244595-4521548 [de],Puppis,6h 24m 45.95s,−45° 21′ 54.8″,39.0,0.053456928,0.1017353699999999,2008.0,WR 102,"018,134",19,0.39
691,691,2MASS J06244595-4521548 [de],Puppis,6h 24m 45.95s,−45° 21′ 54.8″,39.0,0.053456928,0.1017353699999999,2008.0,WR 102,"018,134",19,0.39
692,692,2MASS J06244595-4521548 [de],Puppis,6h 24m 45.95s,−45° 21′ 54.8″,39.0,0.053456928,0.1017353699999999,2008.0,WR 102,"018,134",19,0.39
693,693,2MASS J06244595-4521548 [de],Puppis,6h 24m 45.95s,−45° 21′ 54.8″,39.0,0.053456928,0.1017353699999999,2008.0,WR 102,"018,134",19,0.39
694,694,2MASS J06244595-4521548 [de],Puppis,6h 24m 45.95s,−45° 21′ 54.8″,39.0,0.053456928,0.1017353699999999,2008.0,WR 102,"018,134",19,0.39
695,695,2MASS J06244595-4521548 [de],Puppis,6h 24m 45.95s,−45° 21′ 54.8″,39.0,0.053456928,0.1017353699999999,2008.0,WR 102,"018,134",19,0.39
696,696,2MASS J06244595-4521548 [de],Puppis,6h 24m 45.95s,−45° 21′ 54.8″,39.0,0.053456928,0.1017353699999999,2008.0,VFTS 352,"0164,000",57.48,14.47
697,697,2MASS J06244595-4521548 [de],Puppis,6h 24m 45.95s,−45° 21′ 54.8″,39.0,0.053456928,0.1017353699999999,2008.0,VFTS 352,"0164,000",57.48,14.47
698,698,2MASS J06244595-4521548 [de],Puppis,6h 24m 45.95s,−45° 21′ 54.8″,39.0,0.053456928,0.1017353699999999,2008.0,VFTS 352,"0164,000",57.48,14.47
699,699,2MASS J06244595-4521548 [de],Puppis,6h 24m 45.95s,−45° 21′ 54.8″,39.0,0.053456928,0.1017353699999999,2008.0,VFTS 352,"0164,000",57.48,14.47
700,700,2MASS J06411840-4322329 [de],Puppis,6h 41m 18.4s,−43° 22′ 32.9″,65.0,0.063957396,0.10379063,2008.0,VFTS 352,"0164,000",57.48,14.47
701,701,2MASS J06411840-4322329 [de],Puppis,6h 41m 18.4s,−43° 22′ 32.9″,65.0,0.063957396,0.10379063,2008.0,VFTS 352,"0164,000",57.48,14.47
702,702,2MASS J06411840-4322329 [de],Puppis,6h 41m 18.4s,−43° 22′ 32.9″,65.0,0.063957396,0.10379063,2008.0,VFTS 352,"0164,000",57.48,14.47
703,703,2MASS J06411840-4322329 [de],Puppis,6h 41m 18.4s,−43° 22′ 32.9″,65.0,0.063957396,0.10379063,2008.0,VFTS 352,"0164,000",57.48,14.47
704,704,2MASS J06411840-4322329 [de],Puppis,6h 41m 18.4s,−43° 22′ 32.9″,65.0,0.063957396,0.10379063,2008.0,YBP 1194,"02,772",1.01,0.99
705,705,2MASS J06411840-4322329 [de],Puppis,6h 41m 18.4s,−43° 22′ 32.9″,65.0,0.063957396,0.10379063,2008.0,YBP 1194,"02,772",1.01,0.99
706,706,2MASS J06411840-4322329 [de],Puppis,6h 41m 18.4s,−43° 22′ 32.9″,65.0,0.063957396,0.10379063,2008.0,YBP 1194,"02,772",1.01,0.99
707,707,2MASS J06411840-4322329 [de],Puppis,6h 41m 18.4s,−43° 22′ 32.9″,65.0,0.063957396,0.10379063,2008.0,YBP 1194,"02,772",1.01,0.99
708,708,2MASS J06411840-4322329 [de],Puppis,6h 41m 18.4s,−43° 22′ 32.9″,65.0,0.063957396,0.10379063,2008.0,YBP 1194,"02,772",1.01,0.99
709,709,2MASS J06411840-4322329 [de],Puppis,6h 41m 18.4s,−43° 22′ 32.9″,65.0,0.063957396,0.10379063,2008.0,YBP 1194,"02,772",1.01,0.99
710,710,DENIS-P J0652197-253450 [de],Canis Major,6h 52m 19.77s,−25° 34′ 50.5″,51.0,0.0715941,0.10790115,2008.0,YBP 1194,"02,772",1.01,0.99
711,711,DENIS-P J0652197-253450 [de],Canis Major,6h 52m 19.77s,−25° 34′ 50.5″,51.0,0.0715941,0.10790115,2008.0,YBP 1194,"02,772",1.01,0.99
712,712,DENIS-P J0652197-253450 [de],Canis Major,6h 52m 19.77s,−25° 34′ 50.5″,51.0,0.0715941,0.10790115,2008.0,Gliese 1214,047.5,0.16,0.21
713,713,DENIS-P J0652197-253450 [de],Canis Major,6h 52m 19.77s,−25° 34′ 50.5″,51.0,0.0715941,0.10790115,2008.0,Gliese 1214,047.5,0.16,0.21
714,714,DENIS-P J0652197-253450 [de],Canis Major,6h 52m 19.77s,−25° 34′ 50.5″,51.0,0.0715941,0.10790115,2008.0,Gliese 1214,047.5,0.16,0.21
715,715,DENIS-P J0652197-253450 [de],Canis Major,6h 52m 19.77s,−25° 34′ 50.5″,51.0,0.0715941,0.10790115,2008.0,Gliese 1214,047.5,0.16,0.21
716,716,DENIS-P J0652197-253450 [de],Canis Major,6h 52m 19.77s,−25° 34′ 50.5″,51.0,0.0715941,0.10790115,2008.0,Gliese 1214,047.5,0.16,0.21
717,717,DENIS-P J0652197-253450 [de],Canis Major,6h 52m 19.77s,−25° 34′ 50.5″,51.0,0.0715941,0.10790115,2008.0,Gliese 1214,047.5,0.16,0.21
718,718,DENIS-P J0652197-253450 [de],Canis Major,6h 52m 19.77s,−25° 34′ 50.5″,51.0,0.0715941,0.10790115,2008.0,Gliese 1214,047.5,0.16,0.21
719,719,DENIS-P J0652197-253450 [de],Canis Major,6h 52m 19.77s,−25° 34′ 50.5″,51.0,0.0715941,0.10790115,2008.0,Gliese 1214,047.5,0.16,0.21
730,730,2MASS J07075327-4900503,0,7h 7m 53.27s,−49° 0′ 50.3″,60.0,0.068730336,0.10584589,0.0,NML Cygni,"05,251",50,"1,640 - 2,770"
731,731,2MASS J07075327-4900503,0,7h 7m 53.27s,−49° 0′ 50.3″,60.0,0.068730336,0.10584589,0.0,NML Cygni,"05,251",50,"1,640 - 2,770"
732,732,2MASS J07075327-4900503,0,7h 7m 53.27s,−49° 0′ 50.3″,60.0,0.068730336,0.10584589,0.0,NML Cygni,"05,251",50,"1,640 - 2,770"
733,733,2MASS J07075327-4900503,0,7h 7m 53.27s,−49° 0′ 50.3″,60.0,0.068730336,0.10584589,0.0,NML Cygni,"05,251",50,"1,640 - 2,770"
734,734,2MASS J07075327-4900503,0,7h 7m 53.27s,−49° 0′ 50.3″,60.0,0.068730336,0.10584589,0.0,NML Cygni,"05,251",50,"1,640 - 2,770"
735,735,2MASS J07075327-4900503,0,7h 7m 53.27s,−49° 0′ 50.3″,60.0,0.068730336,0.10584589,0.0,NML Cygni,"05,251",50,"1,640 - 2,770"
736,736,2MASS J07075327-4900503,0,7h 7m 53.27s,−49° 0′ 50.3″,60.0,0.068730336,0.10584589,0.0,VB 10,018.72,0.075,0.10
737,737,2MASS J07075327-4900503,0,7h 7m 53.27s,−49° 0′ 50.3″,60.0,0.068730336,0.10584589,0.0,VB 10,018.72,0.075,0.10
738,738,2MASS J07075327-4900503,0,7h 7m 53.27s,−49° 0′ 50.3″,60.0,0.068730336,0.10584589,0.0,VB 10,018.72,0.075,0.10
739,739,2MASS J07075327-4900503,0,7h 7m 53.27s,−49° 0′ 50.3″,60.0,0.068730336,0.10584589,0.0,VB 10,018.72,0.075,0.10
740,740,UGPS J072227.51-054031.2,Monoceros,7h 22m 27.6s,−05° 40′ 38.4″,13.4,0.024819288,0.1007077399999999,2010.0,VB 10,018.72,0.075,0.10
741,741,UGPS J072227.51-054031.2,Monoceros,7h 22m 27.6s,−05° 40′ 38.4″,13.4,0.024819288,0.1007077399999999,2010.0,VB 10,018.72,0.075,0.10
742,742,UGPS J072227.51-054031.2,Monoceros,7h 22m 27.6s,−05° 40′ 38.4″,13.4,0.024819288,0.1007077399999999,2010.0,VB 10,018.72,0.075,0.10
743,743,UGPS J072227.51-054031.2,Monoceros,7h 22m 27.6s,−05° 40′ 38.4″,13.4,0.024819288,0.1007077399999999,2010.0,VB 10,018.72,0.075,0.10
744,744,UGPS J072227.51-054031.2,Monoceros,7h 22m 27.6s,−05° 40′ 38.4″,13.4,0.024819288,0.1007077399999999,2010.0,WOH G64,"0163,000",<20,"1,540 - 1,730"
745,745,UGPS J072227.51-054031.2,Monoceros,7h 22m 27.6s,−05° 40′ 38.4″,13.4,0.024819288,0.1007077399999999,2010.0,WOH G64,"0163,000",<20,"1,540 - 1,730"
746,746,UGPS J072227.51-054031.2,Monoceros,7h 22m 27.6s,−05° 40′ 38.4″,13.4,0.024819288,0.1007077399999999,2010.0,WOH G64,"0163,000",<20,"1,540 - 1,730"
747,747,UGPS J072227.51-054031.2,Monoceros,7h 22m 27.6s,−05° 40′ 38.4″,13.4,0.024819288,0.1007077399999999,2010.0,WOH G64,"0163,000",<20,"1,540 - 1,730"
748,748,UGPS J072227.51-054031.2,Monoceros,7h 22m 27.6s,−05° 40′ 38.4″,13.4,0.024819288,0.1007077399999999,2010.0,WOH G64,"0163,000",<20,"1,540 - 1,730"
749,749,UGPS J072227.51-054031.2,Monoceros,7h 22m 27.6s,−05° 40′ 38.4″,13.4,0.024819288,0.1007077399999999,2010.0,WOH G64,"0163,000",<20,"1,540 - 1,730"
750,750,2MASSI J0727182+171001 [de],Gemini,7h 27m 18.24s,17° 10′ 1.2″,29.6,0.039138108,0.0965972199999999,2002.0,WOH G64,"0163,000",<20,"1,540 - 1,730"
751,751,2MASSI J0727182+171001 [de],Gemini,7h 27m 18.24s,17° 10′ 1.2″,29.6,0.039138108,0.0965972199999999,2002.0,WOH G64,"0163,000",<20,"1,540 - 1,730"
752,752,2MASSI J0727182+171001 [de],Gemini,7h 27m 18.24s,17° 10′ 1.2″,29.6,0.039138108,0.0965972199999999,2002.0,TRAPPIST-1,039.6,0.089,0.12
753,753,2MASSI J0727182+171001 [de],Gemini,7h 27m 18.24s,17° 10′ 1.2″,29.6,0.039138108,0.0965972199999999,2002.0,TRAPPIST-1,039.6,0.089,0.12
754,754,2MASSI J0727182+171001 [de],Gemini,7h 27m 18.24s,17° 10′ 1.2″,29.6,0.039138108,0.0965972199999999,2002.0,TRAPPIST-1,039.6,0.089,0.12
755,755,2MASSI J0727182+171001 [de],Gemini,7h 27m 18.24s,17° 10′ 1.2″,29.6,0.039138108,0.0965972199999999,2002.0,TRAPPIST-1,039.6,0.089,0.12
756,756,2MASSI J0727182+171001 [de],Gemini,7h 27m 18.24s,17° 10′ 1.2″,29.6,0.039138108,0.0965972199999999,2002.0,TRAPPIST-1,039.6,0.089,0.12
757,757,2MASSI J0727182+171001 [de],Gemini,7h 27m 18.24s,17° 10′ 1.2″,29.6,0.039138108,0.0965972199999999,2002.0,TRAPPIST-1,039.6,0.089,0.12
758,758,2MASSI J0727182+171001 [de],Gemini,7h 27m 18.24s,17° 10′ 1.2″,29.6,0.039138108,0.0965972199999999,2002.0,TRAPPIST-1,039.6,0.089,0.12
759,759,2MASSI J0727182+171001 [de],Gemini,7h 27m 18.24s,17° 10′ 1.2″,29.6,0.039138108,0.0965972199999999,2002.0,TRAPPIST-1,039.6,0.089,0.12
760,760,2MASS J07290002-3954043 [de],Puppis,7h 29m 0.02s,−39° 54′ 4.4″,25.8,0.035319756,0.0965972199999999,2007.0,2MASS J0523-1403,040.3,0.07,0.086
761,761,2MASS J07290002-3954043 [de],Puppis,7h 29m 0.02s,−39° 54′ 4.4″,25.8,0.035319756,0.0965972199999999,2007.0,2MASS J0523-1403,040.3,0.07,0.086
762,762,2MASS J07290002-3954043 [de],Puppis,7h 29m 0.02s,−39° 54′ 4.4″,25.8,0.035319756,0.0965972199999999,2007.0,2MASS J0523-1403,040.3,0.07,0.086
763,763,2MASS J07290002-3954043 [de],Puppis,7h 29m 0.02s,−39° 54′ 4.4″,25.8,0.035319756,0.0965972199999999,2007.0,2MASS J0523-1403,040.3,0.07,0.086
764,764,2MASS J07290002-3954043 [de],Puppis,7h 29m 0.02s,−39° 54′ 4.4″,25.8,0.035319756,0.0965972199999999,2007.0,2MASS J0523-1403,040.3,0.07,0.086
765,765,2MASS J07290002-3954043 [de],Puppis,7h 29m 0.02s,−39° 54′ 4.4″,25.8,0.035319756,0.0965972199999999,2007.0,2MASS J0523-1403,040.3,0.07,0.086
766,766,2MASS J07290002-3954043 [de],Puppis,7h 29m 0.02s,−39° 54′ 4.4″,25.8,0.035319756,0.0965972199999999,2007.0,2MASS J0523-1403,040.3,0.07,0.086
767,767,2MASS J07290002-3954043 [de],Puppis,7h 29m 0.02s,−39° 54′ 4.4″,25.8,0.035319756,0.0965972199999999,2007.0,2MASS J0523-1403,040.3,0.07,0.086
768,768,2MASS J07290002-3954043 [de],Puppis,7h 29m 0.02s,−39° 54′ 4.4″,25.8,0.035319756,0.0965972199999999,2007.0,WISE 0855−0714,07.27,0.003,
769,769,2MASS J07290002-3954043 [de],Puppis,7h 29m 0.02s,−39° 54′ 4.4″,25.8,0.035319756,0.0965972199999999,2007.0,WISE 0855−0714,07.27,0.003,
770,770,SDSS J074201.41+205520.5 [de],Gemini,7h 42m 1.3s,20° 55′ 19.8″,49.0,0.041047284,0.0965972199999999,2004.0,WISE 0855−0714,07.27,0.003,
